JobName,RunId,StartTime,EndTime,DPUHours,NumberOfWorkers,WorkerType,ExecutionClass
AEP,jr_0768dddc1feebe533abdf81453bb67f9b38340636c97a19ebc01d8ed868ccf9c,2023-12-07 07:19:39.374000-05:00,2023-12-07 07:24:52.317000-05:00,2332.0,5,G.2X,STANDARD
AEP,jr_6c4a780b7ea907e1f0874474956ae2f95f0db0ace73066b4a4696aa44e9836cb,2023-12-07 07:18:36.991000-05:00,2023-12-07 07:25:43.592000-05:00,3352.0,5,G.2X,STANDARD
AEP,jr_8e6ed37388c97bccb98cb32b97a826b721e58b1932ca51b990e3bb571bcdba4b,2023-12-06 07:42:42.591000-05:00,2023-12-06 07:46:16.537000-05:00,1426.0,5,G.2X,STANDARD
AEP,jr_38bf2fc30f40e5d64e5c1d0c941be82f97365712db92dab44bf9553c971c6644,2023-12-06 07:41:17.901000-05:00,2023-12-06 07:45:35.607000-05:00,1456.0,5,G.2X,STANDARD
AEP,jr_d870ef6e54148276bee29ae0e19d87bd00e27554224b0db63f8018399c8f5319,2023-12-06 07:39:00.902000-05:00,2023-12-06 07:58:29.539000-05:00,8606.0,5,G.2X,STANDARD
AEP,jr_9bd8c4e344e6422408200042a1c139c46cb31d2585b320531e72c55b68c6dd55,2023-12-06 07:37:05.810000-05:00,2023-12-06 07:38:33.161000-05:00,282.0,5,G.2X,STANDARD
AEP,jr_cbebd7fc20143cdd25e2a88723bc0d673da4c6a79adac93ae620b2fec9e1df51,2023-12-06 07:33:58.859000-05:00,2023-12-06 07:39:03.448000-05:00,2774.0,5,G.2X,STANDARD
AEP,jr_6f8205ef414c2f3a659c5d288a22c6f42b1c5f3f301554eb7285785e90beb751,2023-12-06 07:31:53.227000-05:00,2023-12-06 07:33:27.444000-05:00,376.0,5,G.2X,STANDARD
AEP,jr_331d8146a4329aebf8df953611e34ed075324ec2e1e26132a597d4b20f1e0e06,2023-12-06 07:30:57.033000-05:00,2023-12-06 07:34:04.656000-05:00,854.0,5,G.2X,STANDARD
AEP,jr_f213885f84770f931371547884daa1817a91f9af4b667fe612a4aa5f32c749fb,2023-12-06 07:29:53.276000-05:00,2023-12-06 07:36:20.498000-05:00,2884.0,5,G.2X,STANDARD
AEP,jr_6205dc27050459174b8b90d61682080d6132935cbc6ec5ca97a318499a480b32,2023-12-06 07:28:16.582000-05:00,2023-12-06 07:33:22.580000-05:00,2364.0,5,G.2X,STANDARD
AEP,jr_d76ec96ba077d9d17726968a329f196915b53d8ec1287c1d0077ea5c13210527,2023-12-06 07:25:13.108000-05:00,2023-12-06 07:32:18.463000-05:00,3416.0,5,G.2X,STANDARD
Clickstream-Media-for-UVOF,jr_50119881db49fec457359080f655763a202ede568c11bc7edbe1e699933e1d31,2023-12-18 03:01:22.739000-05:00,2023-12-18 03:20:20.577000-05:00,15249.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_d81eb535ec6a14a8555c5ae73763d13cb8570287f3de85aa7de5e9b83b5910b7,2023-12-17 03:01:23.903000-05:00,2023-12-17 03:13:23.149000-05:00,10078.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_16297bbc4c16186df9556640a1adaeb1a881fe55bd095f6feec15e94d2d51a86,2023-12-16 03:01:22.298000-05:00,2023-12-16 03:05:29.248000-05:00,232.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_202fad5ae5f2a6e2a4b5fd3a1ee37a3344bccfcadcd002e24d1547aa896ecaec,2023-12-15 03:01:22.388000-05:00,2023-12-15 03:13:09.927000-05:00,6489.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_c5c295ef90c4faba19868e77bf17bc9e9bab33bc8f74909f000eb78969996c11,2023-12-14 03:01:27.061000-05:00,2023-12-14 03:11:31.203000-05:00,5469.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_b688ee5694d43059647625c35a350d93acce810ffb9227bf2dbd694c5c2125a3,2023-12-13 03:01:39.388000-05:00,2023-12-13 03:13:30.792000-05:00,7566.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_6d88ff5ddac6d3970be632cf3c727f1a8a9cc626442f2430111ef93f41f6210d,2023-12-12 03:01:36.232000-05:00,2023-12-12 03:14:32.110000-05:00,8820.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_4f8397c3e29ba90186bcc556a25f224f00f12dec94ef2cf273ad931e9665329b,2023-12-11 03:01:33.674000-05:00,2023-12-11 03:20:34.834000-05:00,16438.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_c78f8f8550429474ab9f99dbff2ed469a6ec6d24f27e93657676ee766256c92f,2023-12-10 03:01:21.805000-05:00,2023-12-10 03:08:51.361000-05:00,4251.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_d96a96d121e27dd039d8ed434081265e5f680351ba8b75560cdf3fec206a406b,2023-12-09 03:01:20.282000-05:00,2023-12-09 03:09:19.124000-05:00,4548.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_66b16eef5409e527e616fad1137d2525d9ceb061a0b6052975ef04b73620e784,2023-12-08 03:01:39.719000-05:00,2023-12-08 03:12:18.731000-05:00,6153.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_70cdac53ee9a7e7e44b63e0cecda2e93f2cdd3f9ad60cb32ca74b70e3d503c0c,2023-12-07 03:02:01.572000-05:00,2023-12-07 03:11:35.152000-05:00,5469.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_60287d3c60f7828304032fe1d10591d295bb452ccc4284c6c2c465fb84e2b19d,2023-12-06 03:01:32.002000-05:00,2023-12-06 03:13:07.254000-05:00,6946.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_e428ef709eb05e5af8ed64363d20324c649139b726a2c9dec4f4f15e3dd90f92,2023-12-05 03:01:47.063000-05:00,2023-12-05 03:13:44.840000-05:00,7615.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_fb056964705a604a22006e82b07f98aa6ce942c6ea623cbbc9e3d2b24f01df9f,2023-12-04 03:01:41.924000-05:00,2023-12-04 03:19:11.095000-05:00,15363.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_65a835ca8de41b67ca8f14aa098e87f019083158f64d1c50efe3a0f793dbd2a4,2023-12-03 03:01:33.707000-05:00,2023-12-03 03:08:21.626000-05:00,3962.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_30cb3dfad5342cfcc0fbb98f5ef62e2378c4a607325f4c7b64dbb744d6065771,2023-12-02 03:01:31.593000-05:00,2023-12-02 03:09:47.691000-05:00,5061.0,20,G.1X,STANDARD
Clickstream-Media-for-UVOF,jr_e1b0081cdaf52a89883f70f78e8ce9a2dec2e29c845c88728fc9cafba3449863,2023-12-01 03:01:27.018000-05:00,2023-12-01 03:13:25.640000-05:00,7624.0,20,G.1X,STANDARD
alacrity-deltalake-creation,jr_fd5337dcc2f6221136a5e98d16f11ec508a9ab51ce736dbd4f9e4eb04b06fc81,2023-12-15 23:00:22.638000-05:00,2023-12-16 00:04:22.325000-05:00,76500,10,G.2X,STANDARD
alacrity-deltalake-creation,jr_38405a6b0cc20cdd224f66c35a1736443fd1c9574f5ef476254616050918ad99,2023-12-14 23:00:11.660000-05:00,2023-12-15 00:17:23.711000-05:00,92460,10,G.2X,STANDARD
alacrity-deltalake-creation,jr_63dbd91893de3dc2f01af849ad085046915e466dfcdbd63617e0850907ce2a44,2023-12-13 23:00:12.933000-05:00,2023-12-14 00:15:54.822000-05:00,90540,10,G.2X,STANDARD
alacrity-deltalake-creation,jr_797caa335adfa892de94770c31dfeb15abaf3926a345c1668c19ed7233eca2c2,2023-12-12 23:00:12.472000-05:00,2023-12-13 00:16:57.903000-05:00,91800,10,G.2X,STANDARD
alacrity-deltalake-creation,jr_34042775c1cfa996de31827b27146079e48c01fdca14fc7a2a17d84f01617bdd,2023-12-08 23:00:23.388000-05:00,2023-12-09 00:14:37.093000-05:00,88780,10,G.2X,STANDARD
alacrity-deltalake-creation,jr_9ba4e8c09214da3cf5e6f33035d746b734d3c023188a0d9515043f44dc00c7fd,2023-12-07 23:00:09.820000-05:00,2023-12-08 00:12:24.610000-05:00,86560,10,G.2X,STANDARD
alacrity-deltalake-creation,jr_96511e2d95911f0ae40e90b33dacd43c8ef44323e8f4b0c1d1a6af5fffdf430d,2023-12-06 23:00:11.513000-05:00,2023-12-07 00:12:19.695000-05:00,86480,10,G.2X,STANDARD
alacrity-deltalake-creation,jr_4c74534307e3615b82fcdf9448655fba16d2b6b5a0998a27c4ba1cb13487b84b,2023-12-05 23:00:18.558000-05:00,2023-12-06 00:11:50.044000-05:00,85680,10,G.2X,STANDARD
alacrity-deltalake-creation,jr_171ae9d1dce4741d8ad670c68e6b9f20572c40cc4182ba5b9d798b8cb78e46ed,2023-12-04 23:00:25.367000-05:00,2023-12-04 23:26:18.451000-05:00,30920,10,G.2X,STANDARD
alacrity-deltalake-creation,jr_722a88a51f237d1e66eb8808ee130249832e59f582218a2f13792f93141ea7aa,2023-12-01 23:00:23.599000-05:00,2023-12-02 00:23:01.562000-05:00,99020,10,G.2X,STANDARD
alacrity-deltalake-join,jr_a7fa5aea8cd7544a0472e8d794fd190e747d4ce18024f27991a5b0555f6e6064,2023-12-18 15:26:06.254000-05:00,2023-12-18 15:45:43.601000-05:00,23400,10,G.2X,STANDARD
alacrity-deltalake-join,jr_459a3e1fdbb5e82af9805b29e3508dbc59d4813217aa2b2b6fc142efe8b2c111,2023-12-18 14:01:56.842000-05:00,2023-12-18 14:40:11.609000-05:00,45100,10,G.2X,STANDARD
alacrity-deltalake-join,jr_20a26d1371aab2aeda727df36e39de3f6bc2cc1bc3f7911fed3c32f3a508963a,2023-12-18 12:00:57.675000-05:00,2023-12-18 12:40:19.056000-05:00,47080,10,G.2X,STANDARD
alacrity-deltalake-join,jr_971cdd13dd4072864265108b50f631d02532f713e01c9fc5d6a4388ce567682d,2023-12-15 15:35:49.844000-05:00,2023-12-15 16:00:29.817000-05:00,29440,10,G.2X,STANDARD
alacrity-deltalake-join,jr_43eb3875b21ae631bb1b5dfa0d880d87588e6623a923e102bf70c44ce9c133c7,2023-12-15 14:18:17.211000-05:00,2023-12-15 14:55:50.848000-05:00,44920,10,G.2X,STANDARD
alacrity-deltalake-join,jr_fc20cf4f19c4ccf76a0244a8c1c28cb476fb43f4066991d009e4aa2ebef45b61,2023-12-15 12:06:47.927000-05:00,2023-12-15 12:47:05.881000-05:00,48220,10,G.2X,STANDARD
alacrity-deltalake-join,jr_2bd3c0c7bce86819c2617301328cb60941160049f7e256ba30434f32e84c04e1,2023-12-14 17:23:33.213000-05:00,2023-12-14 17:40:29.177000-05:00,20180,10,G.2X,STANDARD
alacrity-deltalake-join,jr_98ea2bc61a49804065bc5b98fe24bb5769b27e07cff3738171a9d120c466fbf6,2023-12-14 15:11:06.669000-05:00,2023-12-14 15:24:38.918000-05:00,16080,10,G.2X,STANDARD
alacrity-deltalake-join,jr_475a536217530c93839dc79643c2882ca0c58a4943310f9a474673d8b0646197,2023-12-14 14:06:09.941000-05:00,2023-12-14 14:46:02.509000-05:00,47700,10,G.2X,STANDARD
alacrity-deltalake-join,jr_ba717ebffca619bb8e5df167271fb78b33a4b07595f980cf59c4a4532cbf69bd,2023-12-14 12:04:48.735000-05:00,2023-12-14 12:42:34.523000-05:00,45160,10,G.2X,STANDARD
alacrity-deltalake-join,jr_f7708d66905c93b2961e645052f511bbd6c1a1516039575e4043e40c99fc50db,2023-12-13 15:07:32.433000-05:00,2023-12-13 15:19:35.111000-05:00,14320,10,G.2X,STANDARD
alacrity-deltalake-join,jr_8379445f17b156acd4b592b49d9168b0b6f4b0d80f89aeb67bda6f2f688d8d08,2023-12-13 14:16:06.454000-05:00,2023-12-13 14:54:30.403000-05:00,45920,10,G.2X,STANDARD
alacrity-deltalake-join,jr_06b4ea7090380ac4dbb9b5b77e9fefb035d301c6be956679eb96914ff452c3fa,2023-12-13 12:20:37.035000-05:00,2023-12-13 12:59:45.059000-05:00,46820,10,G.2X,STANDARD
alacrity-deltalake-join,jr_f3a9c7761bf0201fb5addf82766704be7988c8a7c75a52534c95ab29bf377f2b,2023-12-12 15:07:17.041000-05:00,2023-12-12 15:18:04.180000-05:00,12800,10,G.2X,STANDARD
alacrity-deltalake-join,jr_4c15e53fbe9a5f822ff14b2ab00b9f1da6d98e09760b9b08730aa4d55aeb0b1a,2023-12-12 14:07:18.632000-05:00,2023-12-12 14:40:23.217000-05:00,39560,10,G.2X,STANDARD
alacrity-deltalake-join,jr_a67b67c7baa9e44c353378c65d2c6bb1c8b3c7c4675eda3f9be8796b30886567,2023-12-12 12:02:50.116000-05:00,2023-12-12 12:42:49.517000-05:00,46820,10,G.2X,STANDARD
alacrity-deltalake-join,jr_558911e434b7a5d1d1a8803379ad21c60ded96984b963ad656d723833a6662b8,2023-12-11 15:23:55.275000-05:00,2023-12-11 15:34:18.993000-05:00,12340,10,G.2X,STANDARD
alacrity-deltalake-join,jr_7737c74da0faf8295a89711321b2f1d732e1e94f02ba6434273dbf76278d52a0,2023-12-11 14:04:49.883000-05:00,2023-12-11 14:37:47.825000-05:00,39340,10,G.2X,STANDARD
alacrity-deltalake-join,jr_5aeaef1ce64bf2a07feaccf52591e23b2e56164c664068e9b47bb8688660180f,2023-12-11 12:09:06.109000-05:00,2023-12-11 12:48:17.736000-05:00,46900,10,G.2X,STANDARD
alacrity-deltalake-join,jr_b6d1c9dd8ab18a7d95ebe57edb5e26cb5a411e121a6948a210c740a43d5dbd72,2023-12-08 15:16:27.046000-05:00,2023-12-08 15:32:06.469000-05:00,18440,10,G.2X,STANDARD
alacrity-deltalake-join,jr_446836296416f7c84d87dfa3ba159f24a86cd923b139c6347f3c34d040af5414,2023-12-08 14:11:27.865000-05:00,2023-12-08 14:43:45.191000-05:00,38600,10,G.2X,STANDARD
alacrity-deltalake-join,jr_1d0ece393bff52665bfbd35747eef74def8bd5822d40b9dfeba01daf8d7a29fc,2023-12-08 12:08:56.972000-05:00,2023-12-08 12:46:55.690000-05:00,45440,10,G.2X,STANDARD
alacrity-deltalake-join,jr_eaee787c4b60ea640f82d0a4472b699e837c2c18703fc71b5d4beec0b4f82a70,2023-12-07 18:00:41.952000-05:00,2023-12-07 18:13:55.774000-05:00,15720,10,G.2X,STANDARD
alacrity-deltalake-join,jr_945f9be668e56b856f3c689c3e91cd8995c415a7a7bca4733820b301980579ff,2023-12-07 15:26:16.997000-05:00,2023-12-07 15:39:15.789000-05:00,15440,10,G.2X,STANDARD
alacrity-deltalake-join,jr_99ea55c30b7d7aff679371640ff73cc5a41e377300948ef30be9c76c73c2046f,2023-12-07 14:00:29.767000-05:00,2023-12-07 14:36:47.306000-05:00,43400,10,G.2X,STANDARD
alacrity-deltalake-join,jr_2dace7c59c66af2900dfbf1ad195ffbb565191a5e3f3595f1765e942d04daeb1,2023-12-07 12:08:32.582000-05:00,2023-12-07 12:48:25.591000-05:00,47500,10,G.2X,STANDARD
alacrity-deltalake-join,jr_09c12c69493739ef106432df253f7c17cd85a089d08e85007c9cee1679df8033,2023-12-06 16:08:49.912000-05:00,2023-12-06 16:21:28.994000-05:00,15040,10,G.2X,STANDARD
alacrity-deltalake-join,jr_94d89d700f36474e9ca3086f220b1606a5f33d123b7ef8deeb23762b0a319ce9,2023-12-06 14:03:57.894000-05:00,2023-12-06 14:43:47.877000-05:00,47580,10,G.2X,STANDARD
alacrity-deltalake-join,jr_3f4c419017d75bafde03798c08ec1d88b132fd59658f1a044d34dad666f22ad3,2023-12-06 12:10:16.192000-05:00,2023-12-06 12:48:19.228000-05:00,45520,10,G.2X,STANDARD
alacrity-deltalake-join,jr_4865cd1c5ebc82effe638c52f2aea8ac736b0cc3c53f37e6a0260f6447adadbe,2023-12-05 16:24:20.686000-05:00,2023-12-05 16:36:50.827000-05:00,14860,10,G.2X,STANDARD
alacrity-deltalake-join,jr_0f69d34c304bfd444d7be57ff292bd511ad41c541842a89e531b7ad80acda2ed,2023-12-05 15:07:27.456000-05:00,2023-12-05 15:18:58.392000-05:00,13680,10,G.2X,STANDARD
alacrity-deltalake-join,jr_e9d6a00fc990f7aab5e4f88986fc9d069dfd9f4a42d840c67345994a8fadf5a1,2023-12-05 13:56:12.986000-05:00,2023-12-05 14:31:38.127000-05:00,42360,10,G.2X,STANDARD
alacrity-deltalake-join,jr_7fb3328b59cdc8978618569c6ea7e8ddd62c44e5c8c8edaef821ddf6a7320b3a,2023-12-05 12:07:55.184000-05:00,2023-12-05 12:47:23.669000-05:00,47220,10,G.2X,STANDARD
alacrity-deltalake-join,jr_6755134c738678190e995946f70d4aaacd60bfe7d41a096f4de9e8723bf4dadd,2023-12-04 17:00:59.553000-05:00,2023-12-04 17:14:48.167000-05:00,15960,10,G.2X,STANDARD
alacrity-deltalake-join,jr_8a281fa55f6d52e87a88d6b389cd0a224cad3f87e5dba1c6f30f79559565d530,2023-12-04 15:09:24.102000-05:00,2023-12-04 15:20:50.118000-05:00,13580,10,G.2X,STANDARD
alacrity-deltalake-join,jr_e9d46f8b6814f0754ce68250789b57c632e98d11f182825316eedf38e114d57a,2023-12-04 13:55:56.679000-05:00,2023-12-04 14:30:39.393000-05:00,41520,10,G.2X,STANDARD
alacrity-deltalake-join,jr_00329df48a7a282d95147e04219efa05fb617f2ddc93084e09f1381ab0dd1be6,2023-12-04 12:06:53.141000-05:00,2023-12-04 12:46:31.502000-05:00,47480,10,G.2X,STANDARD
alacrity-deltalake-join,jr_dbc2b2f6f6790d00b2886ea98b8c170b3f2ed025b936d2f270cc5e28c9cc02e2,2023-12-01 19:57:35.357000-05:00,2023-12-01 20:09:37.170000-05:00,14300,10,G.2X,STANDARD
alacrity-deltalake-join,jr_de51a3c306509406f9014d29e7bff46b71cf2d92387b1f6e8efadcd2196199a8,2023-12-01 17:39:46.276000-05:00,2023-12-01 18:06:03.255000-05:00,31400,10,G.2X,STANDARD
alacrity-deltalake-join,jr_fef40d00e4682001289c7c5cfc7e5175168108692afdcfb62099c731c34a9471,2023-12-01 16:04:07.240000-05:00,2023-12-01 16:43:19.065000-05:00,46520,10,G.2X,STANDARD
alacrity-deltalake-join,jr_60c64573a61e5840e931120d0fb8d8ee23173237768e4ae8c68feab009e86309,2023-12-01 14:26:02.442000-05:00,2023-12-01 15:01:22.295000-05:00,42260,10,G.2X,STANDARD
clickstream-events-history-etl,jr_8f3d99be7d5cdaa27c2c9bd0f64b9f4f5d89c796f3b109789c757ea14913ecbc,2023-12-18 16:05:05.820000-05:00,2023-12-18 16:11:07.393000-05:00,3087,9,Standard,g1
clickstream-events-history-etl,jr_230f368a8b50db551f47eb1b5156e92c5fb01f4b93c5a58b85e77ba476fc0281,2023-12-18 15:05:21.088000-05:00,2023-12-18 15:12:39.822000-05:00,3384,9,Standard,g1
clickstream-events-history-etl,jr_f647fc712f4926083a2bff282334412fdf249343cd57ccf5f08fbd12a74d60a6,2023-12-18 14:05:10.601000-05:00,2023-12-18 14:11:31.734000-05:00,3357,9,Standard,g1
clickstream-events-history-etl,jr_38a8cc4a543b7f4fb6efbaf7cf38700842d2cd73e42e662d462b84cad6749326,2023-12-18 13:05:20.319000-05:00,2023-12-18 13:12:42.914000-05:00,3042,9,Standard,g1
clickstream-events-history-etl,jr_69a69a26f587157f17b063741084116c9cbdadaa12c7ab274fa8b472ff8a303e,2023-12-18 12:05:20.386000-05:00,2023-12-18 12:12:54.938000-05:00,3807,9,Standard,g1
clickstream-events-history-etl,jr_35f2b2206b9b199447313c7728ff34a0639345be0b2f9985cc18e7bafde28795,2023-12-18 11:05:18.572000-05:00,2023-12-18 11:12:36.022000-05:00,3429,9,Standard,g1
clickstream-events-history-etl,jr_c4cee392c1693529a230cf75ae25a46a5d1d83bfb881495c790ee9307a49b9d2,2023-12-18 10:05:18.110000-05:00,2023-12-18 10:12:39.364000-05:00,2997,9,Standard,g1
clickstream-events-history-etl,jr_61168d85362ae1aa9f969fb218036ab253b5f9a1e788c4e00d2c6604223a86c5,2023-12-18 09:05:19.281000-05:00,2023-12-18 09:11:36.252000-05:00,3078,9,Standard,g1
clickstream-events-history-etl,jr_47f9aa769e450937804b0a1afa5492718aaf35dd9647b5fbdff9cf36806592ee,2023-12-18 08:05:12.891000-05:00,2023-12-18 08:12:35.900000-05:00,3726,9,Standard,g1
clickstream-events-history-etl,jr_0ca121b9ad78cafc31fa56d70952fd5fc6048d2dc563291ec619aec49a6c7d4d,2023-12-18 07:05:26.569000-05:00,2023-12-18 07:13:50.162000-05:00,3591,9,Standard,g1
clickstream-events-history-etl,jr_b99d824be48188bb0019d951aca56e5a764c7e9921336239df51d7af2f6bcdf9,2023-12-18 06:05:27.673000-05:00,2023-12-18 06:12:51.691000-05:00,3852,9,Standard,g1
clickstream-events-history-etl,jr_bd2df82b59cadfc10097e9db5677f0a5d81d477e66ef4127a51d894bacab3396,2023-12-18 05:05:19.218000-05:00,2023-12-18 05:12:51.201000-05:00,3420,9,Standard,g1
clickstream-events-history-etl,jr_b48536eb91cf5b7148001da05002c4ad771a5d20c82c2c3b8b4a30fb472c693e,2023-12-18 04:05:09.319000-05:00,2023-12-18 04:11:48.930000-05:00,3204,9,Standard,g1
clickstream-events-history-etl,jr_0ea39ece04cf65e58f112f9e01ad4516a165a63b036ada0f844e5c86514b2531,2023-12-18 03:05:07.033000-05:00,2023-12-18 03:15:07.757000-05:00,4554,9,Standard,g1
clickstream-events-history-etl,jr_40ee1d0b211a6c962f3b462238eaa48277999fdb52655e16d1a002aef4683506,2023-12-18 02:05:26.930000-05:00,2023-12-18 02:11:37.452000-05:00,3294,9,Standard,g1
clickstream-events-history-etl,jr_1ab7fd63a30aa9dac043fc8b3ebf73d176d98a101e6d9fda3db42296a5804db2,2023-12-18 01:05:24.134000-05:00,2023-12-18 01:15:06.940000-05:00,3987,9,Standard,g1
clickstream-events-history-etl,jr_93786bd250ae47037c3844e1fa2e2f416bdacb26dadf40aa77a0b689ef7d1664,2023-12-18 00:07:20.310000-05:00,2023-12-18 00:15:47.311000-05:00,4500,9,Standard,g1
clickstream-events-history-etl,jr_4fec113cd22e213772e5e7c2df44d77f09a0da4d1b4eab7be36260aba27a77cf,2023-12-17 23:06:15.526000-05:00,2023-12-17 23:14:16.972000-05:00,3987,9,Standard,g1
clickstream-events-history-etl,jr_91992490568b1cb221e4b76ad2311e9ae0ab9968f1d7d712d174800611706932,2023-12-17 22:06:06.851000-05:00,2023-12-17 22:13:12.086000-05:00,3222,9,Standard,g1
clickstream-events-history-etl,jr_22661b1e1cbf10924f00b3c085b56fbfdf0b2439c74ea31afbb126eda91c10a9,2023-12-17 21:08:26.582000-05:00,2023-12-17 21:26:55.526000-05:00,9936,9,Standard,g1
clickstream-events-history-etl,jr_467ad48d78e0520015d607e32042d80ac5d7a9d5a1164f52c729f63773a47c87,2023-12-17 20:08:20.816000-05:00,2023-12-17 20:19:35.269000-05:00,6030,9,Standard,g1
clickstream-events-history-etl,jr_ff9e8e32585eb17f01465cd28e1020f529536f845cae245467eb6909be531890,2023-12-17 19:08:19.358000-05:00,2023-12-17 19:22:10.677000-05:00,6831,9,Standard,g1
clickstream-events-history-etl,jr_73229b2de3d6b5ef0cdc210e3f2dc331fb0bcf0f688c1e9e683f928d7484ffb5,2023-12-17 18:07:16.533000-05:00,2023-12-17 18:24:50.404000-05:00,9414,9,Standard,g1
